Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,RSI14,Bollinger_Upper,Bollinger_Lower,Annual_Dividend_Yield
2020-01-02,59.45237909599356,59.74123764038086,58.946878543150994,59.74123764038086,23753600,0.0,0.0,56.53504371643066,79.72089788109454,62.11301615623471,50.95707127662662,0.0005447900286699
2020-01-03,58.54348147576541,59.22329198259173,58.294466248390265,58.78502655029297,20538400,0.0,0.0,56.86685695648193,67.10388355323002,62.12666266217934,51.60705125078452,0.0005447900286699
2020-01-06,57.851214094931024,59.0838385964548,57.58974737044526,59.03154373168945,26263600,0.0,0.0,57.21946277618408,68.15782114403899,62.0256796836345,52.41324586873366,0.0005447900286699
2020-01-07,59.31542437030583,60.20441052544481,58.86470743213334,59.746219635009766,31485600,0.0,0.0,57.56509628295898,69.60216109820067,62.02503938148597,53.105153184432,0.0005447900286699
2020-01-08,59.70388816072238,60.27164256197568,59.30297350197441,59.858280181884766,27710800,0.0,0.0,57.91633281707764,67.2665679520569,61.88692217999454,53.945743454160734,0.0005447900286699
2020-01-09,60.722353834012,61.24030207042702,59.977797069701424,60.51567077636719,25511200,0.0,0.0,58.27790222167969,68.5423809209428,61.75935760941363,54.79644683394575,0.0005447900286699
2020-01-10,61.58893183847091,61.89273069614472,60.69745693804602,60.83939743041992,31629600,0.0,0.0,58.61382350921631,63.93961801394632,61.67794007717757,55.549706941255046,0.0005447900286699
2020-01-13,61.67110912070513,62.998360673947445,61.44450436290679,62.74685287475586,31984000,0.0,0.0,58.9613245010376,67.74560452684798,62.2485632002556,55.67408580181959,0.0005447900286699
2020-01-14,62.31854512786066,62.57254170613611,61.44450310806503,61.57648086547852,35908800,0.0,0.0,59.251302337646486,60.66025975369688,62.37490016052621,56.12770451476676,0.0005447900286699
2020-01-15,61.70347168951388,61.92758763825032,60.89168354547756,61.15066146850586,26310400,0.0,0.0,59.505546760559085,58.43652407345904,62.35297457255022,56.65811894856795,0.0005447900286699
2020-01-16,61.68605179903222,62.047123115102565,61.451976879744045,61.98735809326172,28419200,0.0,0.0,59.76253089904785,61.073238968594346,62.52645466990643,56.99860712818928,0.0005447900286699
2020-01-17,62.17910223713735,62.2538075661509,61.59889629466032,62.07451629638672,25379200,0.0,0.0,60.008682060241696,64.77031682286648,62.66842104488545,57.34894307559794,0.0005447900286699
2020-01-21,61.70846008848588,62.07700154437439,61.39968365233766,61.7408332824707,21791600,0.0,0.0,60.16406764984131,70.12887025323953,62.84843925373627,57.47969604594635,0.0005447900286699
2020-01-22,62.19403212897669,63.14776075715432,62.00478195354595,62.28118896484375,23924000,0.0,0.0,60.29778861999512,69.49193960083906,63.12777048187965,57.46780675811058,0.0005447900286699
2020-01-23,62.682110962719946,63.05065242135682,61.79312481084797,62.96598815917969,24451600,0.0,0.0,60.47259712219238,67.9214106998167,63.511446652894165,57.4337475914906,0.0005447900286699
2020-01-24,64.12141701263633,64.61944743603544,61.830477824934505,62.373329162597656,37351200,0.0,0.0,60.62026329040528,70.78158843329713,63.72994625218944,57.51058032862112,0.0005447900286699
2020-01-27,59.32538219886535,60.323931775964894,57.82879842559623,59.81344985961914,47053600,0.0,0.0,60.63283843994141,53.57141363664875,63.72649443278243,57.53918244710039,0.0005447900286699
2020-01-28,60.47334578942594,62.072022995440186,59.9404533874212,61.7483024597168,31097600,0.0,0.0,60.77104187011719,58.22757425813973,63.8009009706568,57.74118276957758,0.0005447900286699
2020-01-29,61.603864257474,61.964935502850295,60.744762659945536,61.143184661865234,25884800,0.0,0.0,60.93564033508301,55.07467606623489,63.63754880807808,58.233731862087936,0.0005447900286699
2020-01-30,60.164563239795655,61.34489666775819,59.61423797030787,61.210426330566406,29050400,0.0,0.0,61.06649742126465,52.878070056225766,63.53409267422879,58.59890216830051,0.0005447900286699
2020-01-31,60.75224505517078,60.871771299868826,58.45632436505933,58.87466812133789,37042000,0.0,0.0,61.0231689453125,43.02389399134004,63.61599833405147,58.43033955657353,0.0005447900286699
2020-02-03,58.692883570217255,60.04005675293207,58.63062976842456,59.8458251953125,25556400,0.0,0.0,61.076208877563474,38.96574228814806,63.515092244696966,58.63732551042998,0.0005447900286699
2020-02-04,61.265212908780285,61.7308701439195,60.76469369560397,61.53913116455078,27154400,0.0,0.0,61.201588249206544,49.86337291811501,63.44812776921914,58.95504872919395,0.0005447900286699
2020-02-05,62.74934181726718,62.85143516184532,61.60885174164648,62.44305038452149,20822000,0.0,0.0,61.33642978668213,54.56784816912331,63.53845993833782,59.13439963502644,0.0005447900286699
2020-02-06,62.78669627366959,63.31211853027344,61.97490803915696,63.31211853027344,21828400,0.0,0.0,61.50912170410156,54.67157286877765,63.76414741464958,59.25409599355354,0.0005447900286699
2020-02-07,62.91120888341921,63.13283229081137,62.39574932226547,62.64974212646485,18975200,0.0,0.0,61.61582527160645,51.94936652568776,63.87487848330403,59.35677205990886,0.0005447900286699
2020-02-10,62.87633866179196,65.49099828931203,62.82653638120186,65.48352813720703,52960800,0.0,0.0,61.8480318069458,60.84570223331097,64.65848839004308,59.03757522384853,0.0005447900286699
2020-02-11,66.56674633810555,67.85664327449074,65.94669331090789,66.70868682861328,63855600,0.0,0.0,62.04612350463867,62.34037096751557,65.58692168969989,58.50532531957746,0.0005447900286699
2020-02-12,67.23658436964693,67.93133117991441,66.84812133616207,67.86659240722656,37464400,0.0,0.0,62.36062908172608,63.30804592176261,66.74315334513325,57.9781048183189,0.0005447900286699
2020-02-13,67.28638137940511,68.10066578137317,67.01246319524674,67.4283218383789,52801600,0.0,0.0,62.67451210021973,63.8433804719095,67.56226267813852,57.78676152230093,0.0005447900286699
2020-02-14,71.532101288983,73.45200615200872,71.21833973806842,72.162109375,104192400,0.0,0.0,63.18324966430664,80.2193557228472,69.6370375421611,56.72946178645219,0.0005447900286699
2020-02-18,71.12871396747597,74.0347174468676,70.93447479264621,73.85044860839844,62016400,0.0,0.0,63.77204627990723,79.97778293076706,71.76507297637289,55.77901958344157,0.0005447900286699
2020-02-19,75.07560033884198,78.54189573392122,75.07560033884198,78.36509704589844,69433200,0.0,0.0,64.60325946807862,85.73793432755667,74.84746971524291,54.35904922091433,0.0005447900286699
2020-02-20,77.88447291700432,78.76848134068518,73.79564803231298,76.87098693847656,81005200,0.0,0.0,65.33274936676025,80.68100357351474,76.87621662535695,53.78928210816356,0.0005447900286699
